Date,Total Generation (KWH),Insolation,Grid Failure,Inverter,Module Cleaning,Rainy day,No Module Cleaning,Transformer replacement and maintenance,Cable and Fuse maintenance,Plant Shutdown,Internet,Battery,Cloudy,Module Cleaning by rains,NO-OFF-CLEAN MODULES
2018-11-20,3770.34,5.477,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-21,3505.87,4.869,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-22,3346.98,5.005,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-23,3559.57,5.163,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-24,3486.25,5.105,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-25,3524.62,5.153,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-26,3072.93,4.428,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-27,2944.95,4.198,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-28,2432.67,3.559,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-29,3499.72,4.833,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-30,3285.16,4.548,0,0,0,0,1,0,1,0,0,0,0,0,0.0
2018-12-01,2940.2,4.465,1,0,1,0,0,0,0,0,0,0,0,0,792.0
2018-12-02,2752.31,3.923,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-12-03,3106.03,4.609,0,0,1,0,0,0,0,0,0,0,0,0,936.0
2018-12-04,2546.21,3.677,1,0,1,0,0,0,0,0,0,0,0,0,627.0
2018-12-05,3020.54,4.337,0,0,1,0,0,0,1,0,0,0,0,0,803.0
2018-12-06,3266.25,4.278,0,0,1,0,0,0,0,0,0,0,0,0,667.0
2018-12-07,3544.77,4.725,0,0,1,0,0,0,0,0,0,0,0,0,714.0
2018-12-08,3582.98,4.684,0,0,1,0,0,0,0,0,0,0,0,0,672.0
2018-12-09,3738.42,4.987,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-12-10,3406.75,4.828,0,0,1,0,0,0,0,0,0,0,0,0,990.0
2018-12-11,3114.67,4.213,0,0,1,0,0,0,0,0,0,0,0,0,924.0
2018-12-12,3491.74,4.584,0,0,1,0,0,0,0,0,0,0,0,0,630.0
2018-12-13,3802.3,4.986,0,0,1,0,0,0,0,0,0,0,0,0,987.0
2018-12-14,3830.79,5.136,1,0,1,0,0,0,0,0,0,0,0,0,1008.0
2018-12-15,3904.01,4.959,0,0,1,0,0,0,0,0,0,0,0,0,960.0
2018-12-16,3403.61,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-12-17,3696.56,4.859,0,0,1,0,0,0,0,0,0,0,0,0,1098.0
2018-12-18,4082.96,5.444,0,0,1,0,0,0,0,0,0,0,0,0,969.0
2018-12-19,4042.9,5.458,0,0,1,0,0,0,0,0,0,0,0,0,903.0
2018-12-20,4103.56,5.511,0,0,1,0,0,1,0,0,0,0,0,0,955.0
2018-12-21,4175.58,5.7,1,0,1,0,0,0,0,0,0,0,0,0,1070.0
2018-12-22,3809.72,5.335,1,0,1,0,0,0,0,0,0,0,0,0,720.0
2018-12-23,3942.46,5.482,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-12-24,2923.51,5.171,1,0,1,0,0,0,0,0,0,0,0,0,1122.0
2018-12-25,3970.89,5.276,0,0,1,0,0,0,0,0,0,0,0,0,630.0
2018-12-26,4012.14,5.219,0,0,1,0,0,0,0,0,0,0,0,0,814.0
2018-12-27,4129.29,5.747,1,0,1,0,0,0,0,0,0,0,0,0,971.0
2018-12-28,4266.5,5.689,0,0,1,0,0,0,0,0,0,0,0,0,0.0
2018-12-29,3732.03,5.834,1,0,1,0,0,0,0,0,0,0,0,0,720.0
2018-12-30,4063.88,5.584,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2018-12-31,4093.9,5.635,1,0,1,0,0,0,0,0,0,0,0,0,1122.0
